%time,field.header.seq,field.header.stamp,field.header.frame_id,field.position.x,field.position.y,field.position.z,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration.x,field.acceleration.y,field.acceleration.z,field.jerk.x,field.jerk.y,field.jerk.z,field.yaw,field.yaw_dot,field.kx0,field.kx1,field.kx2,field.kv0,field.kv1,field.kv2,field.trajectory_id,field.trajectory_flag
2218012000000,50,2218012000000,world,-0.0489936509845,-0.0375596709305,2.44513551145,0.207994159618,-0.120851123453,-0.0106649658341,0.710016317893,-0.486819936391,-0.00290803631364,0.0,0.0,0.0,-0.604998460585,-0.139680316824,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218021000000,51,2218021000000,world,-0.0470929010827,-0.0386671041116,2.44503940821,0.214399907943,-0.125251457079,-0.0106913938179,0.713483309798,-0.49103198049,-0.00296484896885,0.0,0.0,0.0,-0.605652955854,-0.142561854966,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218031000000,52,2218031000000,world,-0.0449131636342,-0.0399442482822,2.44493234498,0.221554002107,-0.130185177129,-0.0107213579335,0.717335523026,-0.495712029489,-0.0030279741413,0.0,0.0,0.0,-0.606311241431,-0.137109485142,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218041000000,53,2218041000000,world,-0.0426616926335,-0.0412709636558,2.44482497895,0.228746618403,-0.135165697669,-0.0107519533007,0.721187736253,-0.500392078488,-0.00309109931375,0.0,0.0,0.0,-0.606967029985,-0.134133597992,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218051000000,54,2218051000000,world,-0.0403381028591,-0.0426477182372,2.44471730381,0.235977756832,-0.140193018698,-0.0107831799197,0.725039949481,-0.505072127487,-0.0031542244862,0.0,0.0,0.0,-0.607617223424,-0.132086142927,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218062000000,55,2218062000000,world,-0.037698397162,-0.0442205021257,2.4445984966,0.243976502166,-0.145777126397,-0.0108182582964,0.729277384031,-0.510220181386,-0.00322366217589,0.0,0.0,0.0,-0.608291882598,-0.127375723675,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218072000000,56,2218071000000,world,-0.0354730261041,-0.0455532170432,2.44450100095,0.250555600086,-0.150388062228,-0.0108475269129,0.732744375936,-0.514432225485,-0.0032804748311,0.0,0.0,0.0,-0.608911387692,-0.132521761143,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218082000000,57,2218081000000,world,-0.0329307686809,-0.0470828972776,2.44439236061,0.257902304912,-0.155555784728,-0.0108806472871,0.736596589163,-0.519112274484,-0.00334360000355,0.0,0.0,0.0,-0.609530667234,-0.128188834797,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218092000000,58,2218091000000,world,-0.0303148515988,-0.0486644887394,2.4442833859,0.265287531869,-0.160770307718,-0.010914398913,0.740448802391,-0.523792323483,-0.003406725176,0.0,0.0,0.0,-0.610145663727,-0.125594066703,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218101000000,59,2218101000000,world,-0.0276248896364,-0.0502984594336,2.44417407052,0.272711280959,-0.166031631198,-0.0109487817906,0.744301015618,-0.528472372481,-0.00346985034845,0.0,0.0,0.0,-0.610754390858,-0.123669746433,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218111000000,60,2218111000000,world,-0.0248604975725,-0.051985277365,2.44406440816,0.280173552182,-0.171339755167,-0.01098379592,0.748153228846,-0.53315242148,-0.0035329755209,0.0,0.0,0.0,-0.611355896496,-0.121985436955,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218122000000,61,2218121000000,world,-0.0220212901857,-0.0537254105385,2.4439543925,0.287674345536,-0.176694679627,-0.011019441301,0.752005442073,-0.537832470479,-0.00359610069334,0.0,0.0,0.0,-0.611949691271,-0.120372196021,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218132000000,62,2218131000000,world,-0.0191068822546,-0.0555193269591,2.44384401723,0.295213661023,-0.182096404577,-0.0110557179338,0.755857655301,-0.542512519478,-0.00365922586579,0.0,0.0,0.0,-0.612535428744,-0.11875984533,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218141000000,63,2218141000000,world,-0.0161168885581,-0.0573674946317,2.44373327604,0.302791498642,-0.187544930017,-0.0110926258183,0.759709868528,-0.547192568477,-0.00372235103824,0.0,0.0,0.0,-0.613112830332,-0.117120081396,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218152000000,64,2218152000000,world,-0.012740134171,-0.0594636978314,2.44361103055,0.311171613086,-0.193592362566,-0.0111339535871,0.763947303078,-0.552340622376,-0.00379178872794,0.0,0.0,0.0,-0.613709422728,-0.112795713087,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218161000000,65,2218161000000,world,-0.0099086029831,-0.0612284557523,2.44351067064,0.318062740277,-0.198582382366,-0.0111683353426,0.767414294983,-0.556552666475,-0.00384860138314,0.0,0.0,0.0,-0.614255574343,-0.117081369347,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218171000000,66,2218171000000,world,-0.00668954066203,-0.0632421852101,2.4433987938,0.325756144293,-0.204171309276,-0.0112071369823,0.771266508211,-0.561232715474,-0.00391172655559,0.0,0.0,0.0,-0.614799676924,-0.112950942735,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218181000000,67,2218181000000,world,-0.00339335169013,-0.0653120379394,2.44328652579,0.333488070442,-0.209807036676,-0.0112465698737,0.775118721438,-0.565912764472,-0.00397485172804,0.0,0.0,0.0,-0.615338072249,-0.110315003891,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218191000000,68,2218191000000,world,-1.96508460853e-05,-0.0674384819452,2.4431738603,0.341258518722,-0.215489564565,-0.0112866340168,0.778970934666,-0.570592813471,-0.00403797690049,0.0,0.0,0.0,-0.615868847039,-0.108234980925,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218202000000,69,2218201000000,world,0.00343194709142,-0.0696219852324,2.44306079101,0.349067489135,-0.221218892945,-0.0113273294117,0.782823147893,-0.57527286247,-0.00410110207294,0.0,0.0,0.0,-0.616390963724,-0.10632915899,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218211000000,70,2218211000000,world,0.00696182734372,-0.0718630158058,2.44294731161,0.35691498168,-0.226995021815,-0.0113686560583,0.786675361121,-0.579952911469,-0.00416422724539,0.0,0.0,0.0,-0.616903825542,-0.104450761314,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218222000000,71,2218221000000,world,0.0105703751321,-0.0741620416703,2.44283341578,0.364800996357,-0.232817951175,-0.0114106139566,0.790527574348,-0.584632960468,-0.00422735241784,0.0,0.0,0.0,-0.617407058811,-0.102548707543,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218233000000,72,2218231000000,world,0.014257975678,-0.0765195308309,2.44271909722,0.372725533167,-0.238687681024,-0.0114532031066,0.794379787576,-0.589313009467,-0.00429047759029,0.0,0.0,0.0,-0.617900403806,-0.100608853283,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218242000000,73,2218242000000,world,0.0184061019749,-0.0791808525783,2.44259285101,0.38148701672,-0.245198438425,-0.0115007802674,0.798617222126,-0.594461063366,-0.00435991527999,0.0,0.0,0.0,-0.618407032696,-0.0963615984642,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218251000000,74,2218251000000,world,0.0218718759273,-0.0814117710598,2.44248916665,0.388690173183,-0.250567542194,-0.0115402751619,0.802084214031,-0.598673107465,-0.00441672793519,0.0,0.0,0.0,-0.618868344564,-0.0994376734717,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218261000000,75,2218261000000,world,0.0257989460734,-0.0839474581379,2.44237354201,0.39673027639,-0.256577673513,-0.0115847580671,0.805936427258,-0.603353156463,-0.00447985310764,0.0,0.0,0.0,-0.619325090122,-0.0953933925257,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218272000000,76,2218271000000,world,0.0298066098622,-0.0865434805317,2.44225746938,0.404808901728,-0.262634605323,-0.011629872224,0.809788640486,-0.608033205462,-0.00454297828009,0.0,0.0,0.0,-0.61977420643,-0.0926083270354,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218282000000,77,2218281000000,world,0.033895252515,-0.089200306246,2.44214094246,0.412926049199,-0.268738337622,-0.0116756176327,0.813640853713,-0.612713254461,-0.00460610345254,0.0,0.0,0.0,-0.620214097767,-0.090293297213,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218291000000,78,2218291000000,world,0.0380652592533,-0.0919184032858,2.44202395493,0.421081718803,-0.274888870412,-0.0117219942931,0.817493066941,-0.61739330346,-0.00466922862499,0.0,0.0,0.0,-0.620643903132,-0.0881271850969,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218302000000,79,2218302000000,world,0.0427467019456,-0.0949796369743,2.4418947291,0.430097448429,-0.281708511047,-0.0117737377153,0.821730501491,-0.622541357359,-0.00473866631469,0.0,0.0,0.0,-0.621083255372,-0.0840047052662,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2218312000000,80,2218312000000,world,0.0470888190213,-0.0978279202038,2.44177675378,0.438327911628,-0.287952112649,-0.0118214072689,0.822531273522,-0.624615298158,-0.00478542380282,0.0,0.0,0.0,-0.621501095718,-0.0837863872964,0.0,0.0,0.0,0.0,0.0,0.0,1,1
